14.843435,64.155902
276.895963,4.798338
127.779724,409.131953
205.897745,206.113209
450.317844,463.120257
269.845155,146.064847
144.357250,48.303781
481.429614,125.520198
12.596210,241.080940
324.583947,356.489695
268.760392,196.065698
396.925564,171.485993
70.148814,102.961104
92.067259,420.967975
173.391911,104.672534
42.057297,414.010460
216.875209,260.844929
270.270021,177.836912
469.339253,336.190592
405.818279,228.169920
247.803323,457.268561
23.555850,95.458963
499.454448,196.360554
228.542659,123.293380
262.303273,421.230876
108.504974,460.106655
499.726018,282.106906
369.829464,394.798983
229.398167,340.463102
317.805933,97.267981
96.365578,282.627837
207.073666,227.996349
245.123898,248.286070
339.892912,408.707086
103.248022,381.131207
